CPF,Nome do Operador,Matrícula do Operador,Tipo de Atendimento,Canal de Atendimento,Tempo Médio de Atendimento (TMA) em minutos,Satisfação do Cliente (1-5),Protocolo,Data/Hora do Atendimento,Tempo de Espera em minutos,Produto/Serviço Relacionado,Resolução no Primeiro Contato?,Encaminhamento para Outro Setor,Tempo de Pós-Atendimento (minutos),Status do Atendimento
487.961.025-94,Erick Camargo,SAC-3614,Reclamação,Chat,3.5,4,PROTO-2025-03-3982,14/03/2025 03:53,6.1,Internet,Sim,Comercial,2.2,Pendente
781.234.905-50,Luan da Mata,SAC-6476,Dúvida,Chat,7.7,1,PROTO-2025-01-2042,05/04/2025 12:04,2.2,Planos,Sim,Financeiro,2.8,Finalizado
548.296.370-56,Maria Laura Cunha,SAC-9550,Solicitação,WhatsApp,13.1,4,PROTO-2025-02-1183,13/02/2025 14:01,1.5,Telefonia,Sim,Técnico,3.4,Reaberto
264.073.185-80,Henry Campos,SAC-9612,Elogio,Telefone,7.5,4,PROTO-2025-03-9019,07/03/2025 15:30,3.0,Planos,Não,Técnico,3.0,Reaberto
120.395.476-06,Alice Cirino,SAC-1513,Reclamação,E-mail,7.7,4,PROTO-2025-01-3049,06/03/2025 20:55,8.6,Planos,Sim,Nenhum,3.5,Finalizado
792.548.631-73,Gabrielly Cavalcante,SAC-1635,Reclamação,Telefone,8.6,2,PROTO-2025-03-4634,06/03/2025 11:55,9.6,Internet,Sim,Nenhum,2.9,Reaberto
180.372.465-07,Dra. Raquel Montenegro,SAC-8357,Solicitação,E-mail,14.4,4,PROTO-2025-04-3729,07/04/2025 22:24,8.2,Planos,Sim,Comercial,3.8,Reaberto
964.870.125-30,Bento Sousa,SAC-4992,Solicitação,E-mail,4.5,1,PROTO-2025-02-4585,22/02/2025 15:11,6.3,TV por Assinatura,Sim,Nenhum,4.0,Finalizado
498.137.256-64,Dra. Rafaela Leão,SAC-4522,Elogio,Chat,14.1,2,PROTO-2025-02-5014,08/02/2025 19:33,1.5,Internet,Sim,Nenhum,0.6,Pendente
026.958.417-01,Leandro Rodrigues,SAC-6815,Reclamação,E-mail,9.3,5,PROTO-2025-03-1175,18/01/2025 19:03,3.0,Telefonia,Não,Técnico,4.3,Reaberto
037.289.561-12,Lorena Gomes,SAC-1788,Reclamação,WhatsApp,3.9,4,PROTO-2025-03-6489,22/03/2025 10:46,8.6,TV por Assinatura,Sim,Financeiro,0.6,Pendente
148.956.203-60,Renan Vargas,SAC-4838,Reclamação,E-mail,3.6,3,PROTO-2025-04-9032,24/01/2025 19:12,6.1,Planos,Não,Técnico,1.6,Finalizado
248.561.370-26,Dr. Ravy Sampaio,SAC-9635,Dúvida,Telefone,8.7,2,PROTO-2025-01-2434,02/03/2025 21:24,6.3,Telefonia,Não,Comercial,1.0,Reaberto
305.781.642-80,Alexia Sampaio,SAC-9433,Reclamação,WhatsApp,5.9,1,PROTO-2025-04-5360,17/01/2025 15:29,1.5,Telefonia,Não,Técnico,4.7,Finalizado
910.532.647-80,Raul Alves,SAC-9716,Solicitação,WhatsApp,3.6,5,PROTO-2025-03-8508,14/04/2025 01:54,6.8,TV por Assinatura,Não,Comercial,3.0,Finalizado
823.165.704-53,Sr. Paulo Araújo,SAC-9929,Solicitação,Telefone,8.9,4,PROTO-2025-04-3244,25/03/2025 03:53,5.7,Telefonia,Não,Nenhum,3.3,Pendente
971.264.583-55,Vitor da Luz,SAC-5859,Solicitação,E-mail,11.5,5,PROTO-2025-01-2463,11/03/2025 19:26,3.4,Planos,Não,Nenhum,3.2,Pendente
730.951.684-20,Laís Gonçalves,SAC-9792,Solicitação,WhatsApp,8.4,3,PROTO-2025-04-9841,26/03/2025 23:17,7.6,TV por Assinatura,Sim,Comercial,3.2,Reaberto
397.852.046-00,Dr. Leonardo Pastor,SAC-5600,Dúvida,E-mail,7.4,2,PROTO-2025-02-3758,22/01/2025 22:10,2.5,Internet,Sim,Nenhum,4.5,Pendente
810.539.642-42,Sr. Vinícius Montenegro,SAC-2147,Elogio,Telefone,11.3,4,PROTO-2025-02-6396,22/01/2025 05:54,9.3,Telefonia,Não,Comercial,1.3,Finalizado
917.058.462-11,Lorenzo Freitas,SAC-3855,Reclamação,Chat,7.8,4,PROTO-2025-02-1283,02/04/2025 23:03,3.1,TV por Assinatura,Não,Técnico,2.4,Finalizado
150.267.893-40,Pedro Lucas Pimenta,SAC-4081,Elogio,Chat,8.2,1,PROTO-2025-01-3228,10/01/2025 20:21,1.3,TV por Assinatura,Sim,Financeiro,4.8,Reaberto
562.481.037-71,Lucca Barbosa,SAC-3108,Reclamação,Telefone,10.6,4,PROTO-2025-03-4435,25/03/2025 01:08,5.9,Internet,Não,Nenhum,2.6,Reaberto
430.127.968-78,Zoe Sales,SAC-3400,Dúvida,Chat,8.4,5,PROTO-2025-03-8525,08/03/2025 13:57,2.5,TV por Assinatura,Não,Técnico,3.0,Finalizado
234.108.957-79,João Miguel Cassiano,SAC-6420,Dúvida,WhatsApp,3.3,5,PROTO-2025-04-4259,22/02/2025 19:27,6.4,Internet,Não,Nenhum,2.7,Finalizado
627.904.835-74,Sr. Anthony Gabriel Guerra,SAC-1186,Reclamação,Telefone,4.9,4,PROTO-2025-02-7550,25/02/2025 15:55,5.0,TV por Assinatura,Sim,Financeiro,2.0,Reaberto
073.498.521-50,Joana Lopes,SAC-1953,Elogio,Chat,12.5,4,PROTO-2025-03-4534,27/03/2025 01:18,7.5,Telefonia,Não,Técnico,2.4,Finalizado
039.524.861-24,Arthur Miguel Ramos,SAC-2057,Elogio,Chat,8.7,5,PROTO-2025-02-8903,02/02/2025 18:11,6.8,Telefonia,Não,Técnico,4.3,Reaberto
214.590.837-41,Luiz Otávio Mendonça,SAC-5129,Dúvida,WhatsApp,4.2,3,PROTO-2025-03-8346,31/03/2025 04:17,0.8,Internet,Não,Financeiro,1.2,Reaberto
894.160.573-39,Nathan da Mota,SAC-1925,Solicitação,Telefone,12.7,5,PROTO-2025-03-2323,27/02/2025 22:53,7.6,TV por Assinatura,Não,Comercial,3.4,Reaberto
310.958.276-77,Luiz Fernando Barros,SAC-4398,Solicitação,Telefone,3.9,4,PROTO-2025-01-2154,21/01/2025 16:40,7.8,Internet,Não,Técnico,4.1,Reaberto
603.281.549-89,Maria Isis da Rosa,SAC-5860,Solicitação,Telefone,6.4,4,PROTO-2025-02-6142,16/03/2025 14:02,7.5,Telefonia,Sim,Técnico,4.6,Reaberto
143.967.205-99,Asafe Almeida,SAC-3420,Elogio,Chat,11.6,2,PROTO-2025-01-6317,09/03/2025 20:36,1.5,Internet,Não,Nenhum,3.2,Reaberto
026.819.374-69,Anna Liz Carvalho,SAC-6375,Reclamação,WhatsApp,5.5,3,PROTO-2025-03-2298,10/04/2025 07:15,7.0,Telefonia,Não,Nenhum,3.8,Finalizado
019.743.625-07,Sr. Nathan Moreira,SAC-1575,Elogio,Telefone,7.3,2,PROTO-2025-02-1731,17/02/2025 11:40,4.7,Planos,Sim,Comercial,3.6,Reaberto
271.860.543-07,Catarina da Rocha,SAC-4364,Solicitação,Telefone,5.1,2,PROTO-2025-03-3567,26/01/2025 03:46,6.4,Internet,Sim,Financeiro,2.0,Finalizado
349.087.162-69,Sr. Enrico Rodrigues,SAC-2396,Solicitação,Chat,13.2,4,PROTO-2025-03-3133,17/02/2025 20:50,4.7,TV por Assinatura,Não,Comercial,0.7,Reaberto
468.913.527-46,João Lucas Andrade,SAC-5725,Elogio,Telefone,13.6,5,PROTO-2025-04-7592,01/01/2025 06:52,8.8,Internet,Não,Financeiro,3.8,Pendente
634.081.297-03,Joaquim da Rosa,SAC-1875,Solicitação,E-mail,12.9,2,PROTO-2025-02-4088,27/01/2025 18:23,6.5,Telefonia,Não,Comercial,4.5,Pendente
078.913.625-21,Marcela Costa,SAC-8443,Solicitação,E-mail,4.2,2,PROTO-2025-03-9646,20/03/2025 03:15,8.5,TV por Assinatura,Não,Nenhum,0.8,Reaberto
815.947.062-20,Maria Flor Siqueira,SAC-7363,Solicitação,Telefone,12.5,4,PROTO-2025-01-5029,08/03/2025 02:55,1.0,TV por Assinatura,Sim,Nenhum,3.8,Finalizado
879.530.614-57,Isabella da Rocha,SAC-5586,Solicitação,Telefone,8.4,3,PROTO-2025-02-5646,04/02/2025 23:22,1.7,Internet,Sim,Técnico,3.5,Reaberto
394.251.807-41,Sr. Mateus Santos,SAC-9401,Elogio,WhatsApp,5.0,5,PROTO-2025-04-4645,17/03/2025 12:46,5.4,Planos,Sim,Financeiro,1.0,Pendente
817.492.356-09,Nicolas Melo,SAC-6685,Elogio,E-mail,10.0,3,PROTO-2025-02-8386,04/04/2025 08:11,7.6,Telefonia,Sim,Nenhum,1.8,Pendente
157.690.234-06,Sr. Davi Lucca Rocha,SAC-9073,Elogio,E-mail,9.7,1,PROTO-2025-03-4010,01/03/2025 01:54,3.3,TV por Assinatura,Não,Técnico,3.0,Finalizado
613.752.894-46,Dr. Joaquim da Rosa,SAC-8935,Reclamação,WhatsApp,5.3,4,PROTO-2025-02-9312,10/02/2025 04:45,7.0,TV por Assinatura,Sim,Nenhum,4.8,Pendente
978.642.013-69,Dra. Anna Liz Sales,SAC-8460,Reclamação,E-mail,13.4,3,PROTO-2025-04-7036,14/04/2025 14:26,6.6,Internet,Não,Financeiro,3.1,Finalizado
739.165.802-21,Léo Viana,SAC-6497,Elogio,Telefone,10.5,2,PROTO-2025-01-7049,23/03/2025 01:34,9.1,TV por Assinatura,Não,Financeiro,0.7,Reaberto
304.596.781-75,Nicole Araújo,SAC-4881,Elogio,E-mail,8.3,4,PROTO-2025-03-3819,02/01/2025 06:33,8.9,TV por Assinatura,Não,Técnico,2.8,Reaberto
403.689.127-87,Maria Isis Peixoto,SAC-4585,Dúvida,WhatsApp,8.7,4,PROTO-2025-03-8739,08/03/2025 13:00,9.5,Internet,Não,Financeiro,1.4,Reaberto
387.965.104-39,Dr. Pietro Fogaça,SAC-9998,Solicitação,Telefone,12.9,4,PROTO-2025-01-3366,21/01/2025 17:25,8.3,Internet,Não,Financeiro,1.2,Reaberto
574.918.032-88,Théo Dias,SAC-8395,Dúvida,E-mail,14.1,3,PROTO-2025-01-4523,16/01/2025 17:30,3.4,TV por Assinatura,Não,Técnico,1.5,Finalizado
504.327.986-92,Dra. Maria Liz Oliveira,SAC-3426,Dúvida,WhatsApp,5.8,1,PROTO-2025-02-3239,02/01/2025 00:32,9.5,TV por Assinatura,Sim,Comercial,1.0,Pendente
932.581.467-64,Luiz Miguel Pinto,SAC-1887,Reclamação,E-mail,4.6,3,PROTO-2025-01-5148,19/03/2025 20:32,6.2,Internet,Não,Comercial,3.5,Finalizado
805.736.149-20,Dr. Anthony Gabriel Sá,SAC-8786,Solicitação,WhatsApp,11.4,1,PROTO-2025-01-1885,14/04/2025 19:22,2.8,TV por Assinatura,Sim,Nenhum,4.3,Pendente
720.846.913-03,Sra. Allana Silveira,SAC-8106,Solicitação,Telefone,10.3,2,PROTO-2025-02-6747,28/02/2025 15:43,9.2,Internet,Sim,Nenhum,1.1,Pendente
724.318.960-13,Juliana Marques,SAC-2965,Solicitação,WhatsApp,5.2,4,PROTO-2025-02-9958,23/03/2025 12:11,2.3,Telefonia,Não,Financeiro,1.1,Finalizado
680.314.927-78,Oliver Gonçalves,SAC-8652,Elogio,E-mail,12.9,2,PROTO-2025-04-7378,21/02/2025 04:49,4.2,Internet,Sim,Nenhum,1.5,Pendente
701.345.698-57,Igor Sousa,SAC-9668,Dúvida,Chat,14.0,4,PROTO-2025-02-7649,09/02/2025 08:18,5.6,Planos,Sim,Técnico,3.2,Reaberto
854.107.396-39,Nicolas Costa,SAC-7809,Elogio,Telefone,11.4,2,PROTO-2025-04-8529,05/02/2025 22:07,5.8,Internet,Não,Comercial,2.8,Finalizado
176.054.389-66,Dra. Maria Alice Rodrigues,SAC-6318,Elogio,Telefone,8.3,4,PROTO-2025-03-7157,10/04/2025 10:11,2.8,Planos,Sim,Comercial,2.3,Reaberto
016.375.984-75,Calebe Farias,SAC-3739,Dúvida,WhatsApp,10.7,1,PROTO-2025-01-9801,01/02/2025 21:54,5.6,Planos,Sim,Financeiro,5.0,Reaberto
950.184.723-32,Lucas Peixoto,SAC-2279,Solicitação,E-mail,9.4,3,PROTO-2025-03-5365,17/01/2025 05:30,7.5,Internet,Não,Técnico,3.6,Finalizado
764.189.253-19,Benício Barros,SAC-3140,Solicitação,E-mail,6.0,1,PROTO-2025-01-1146,27/02/2025 13:27,4.2,Internet,Sim,Técnico,1.5,Reaberto
719.234.650-07,Sr. Bryan Fernandes,SAC-2301,Dúvida,E-mail,5.7,1,PROTO-2025-01-8617,03/01/2025 15:48,3.0,TV por Assinatura,Sim,Nenhum,1.6,Pendente
792.416.583-55,Cecília Duarte,SAC-2080,Solicitação,Chat,7.6,2,PROTO-2025-04-4741,15/03/2025 02:49,0.8,TV por Assinatura,Sim,Financeiro,0.6,Finalizado
896.573.214-09,Daniela da Mota,SAC-3152,Solicitação,E-mail,8.3,2,PROTO-2025-02-3588,01/04/2025 00:53,0.9,Telefonia,Sim,Comercial,4.9,Finalizado
875.463.210-26,Ana Júlia Mendes,SAC-5780,Elogio,Chat,8.9,3,PROTO-2025-01-5937,13/03/2025 02:13,9.7,Internet,Sim,Técnico,1.9,Reaberto
139.850.724-50,Sophie Rezende,SAC-8569,Dúvida,Chat,5.2,4,PROTO-2025-01-7057,24/02/2025 09:37,3.0,Telefonia,Sim,Comercial,3.0,Pendente
607.314.295-16,Isabelly Monteiro,SAC-9365,Reclamação,Chat,6.2,1,PROTO-2025-02-7977,04/03/2025 09:48,4.7,Internet,Não,Comercial,1.0,Reaberto
736.815.409-93,Enrico Novais,SAC-1733,Solicitação,Chat,8.5,1,PROTO-2025-02-7132,22/01/2025 06:30,2.9,Planos,Não,Financeiro,3.9,Reaberto
823.974.560-10,Dr. João Guilherme Duarte,SAC-5787,Reclamação,E-mail,12.2,3,PROTO-2025-02-8584,01/01/2025 22:58,3.9,Internet,Sim,Comercial,1.1,Finalizado
091.648.527-76,Catarina Rodrigues,SAC-7660,Reclamação,Telefone,5.6,2,PROTO-2025-02-8405,07/02/2025 05:43,3.5,TV por Assinatura,Sim,Técnico,1.6,Pendente
652.913.470-07,Sr. Luan Brito,SAC-4680,Dúvida,WhatsApp,8.9,1,PROTO-2025-01-8577,03/01/2025 01:26,1.2,TV por Assinatura,Não,Técnico,4.1,Pendente
924.630.758-56,Melissa Rezende,SAC-8164,Dúvida,Chat,10.5,3,PROTO-2025-02-3601,14/01/2025 16:55,7.1,TV por Assinatura,Sim,Nenhum,4.7,Pendente
028.147.963-13,Laura Correia,SAC-9702,Dúvida,E-mail,14.0,3,PROTO-2025-03-7253,31/03/2025 21:10,7.8,Telefonia,Não,Financeiro,4.0,Pendente
780.614.932-50,Sara Souza,SAC-7739,Dúvida,WhatsApp,3.5,3,PROTO-2025-02-9354,10/04/2025 06:29,6.2,Planos,Sim,Nenhum,1.0,Pendente
620.135.974-52,Isaac Casa Grande,SAC-1936,Reclamação,WhatsApp,7.6,1,PROTO-2025-03-9169,09/03/2025 13:45,9.2,Planos,Sim,Financeiro,1.1,Reaberto
902.637.415-16,Yuri Pinto,SAC-4286,Elogio,Telefone,14.6,3,PROTO-2025-02-5876,15/01/2025 14:48,6.9,Internet,Sim,Comercial,3.7,Pendente
435.281.670-17,Anthony Gabriel Silva,SAC-9356,Solicitação,Chat,4.1,2,PROTO-2025-01-8700,03/01/2025 17:56,2.3,Internet,Não,Comercial,2.0,Reaberto
094.182.675-94,Vitória Barros,SAC-3726,Solicitação,WhatsApp,3.9,1,PROTO-2025-02-3215,31/03/2025 21:52,7.0,TV por Assinatura,Sim,Nenhum,2.7,Pendente
908.731.524-41,Agatha Guerra,SAC-5422,Solicitação,WhatsApp,5.8,4,PROTO-2025-03-4721,13/03/2025 16:28,4.5,Planos,Sim,Nenhum,4.8,Reaberto
905.483.261-42,Calebe da Luz,SAC-8199,Solicitação,Chat,13.8,5,PROTO-2025-01-5547,21/02/2025 04:17,7.9,Planos,Não,Técnico,0.8,Pendente
230.917.458-05,Ian Borges,SAC-4065,Elogio,Telefone,4.1,3,PROTO-2025-02-2590,23/01/2025 21:34,6.4,Internet,Não,Técnico,4.5,Finalizado
237.965.804-83,Raquel Leão,SAC-7398,Dúvida,Chat,4.4,1,PROTO-2025-03-9814,05/01/2025 01:43,7.7,Internet,Não,Financeiro,3.5,Reaberto
950.613.827-30,Sofia Campos,SAC-5884,Reclamação,Telefone,14.4,1,PROTO-2025-02-8438,19/02/2025 13:13,2.2,Internet,Não,Financeiro,4.2,Pendente
657.810.324-44,Bella Siqueira,SAC-4820,Dúvida,WhatsApp,4.5,3,PROTO-2025-03-7599,24/03/2025 13:32,1.6,TV por Assinatura,Sim,Técnico,1.2,Reaberto
538.416.792-00,Gustavo Nunes,SAC-9853,Reclamação,WhatsApp,5.4,4,PROTO-2025-01-9271,02/03/2025 21:28,4.9,TV por Assinatura,Não,Nenhum,0.9,Pendente
693.512.047-07,Valentina Freitas,SAC-5777,Solicitação,Chat,4.4,5,PROTO-2025-02-2873,19/01/2025 10:06,9.7,Telefonia,Não,Financeiro,2.7,Finalizado
106.857.243-44,Bella Porto,SAC-8820,Elogio,E-mail,8.2,2,PROTO-2025-01-4782,20/02/2025 10:05,3.9,Planos,Não,Técnico,4.7,Finalizado
785.460.912-85,Pietro Garcia,SAC-8378,Dúvida,E-mail,10.7,1,PROTO-2025-01-1983,12/03/2025 09:14,0.7,TV por Assinatura,Não,Técnico,3.6,Reaberto
901.235.847-79,Alexia das Neves,SAC-4904,Dúvida,WhatsApp,8.7,4,PROTO-2025-01-9284,02/04/2025 22:21,2.9,Planos,Não,Técnico,3.0,Reaberto
340.972.618-78,Stella Almeida,SAC-5496,Dúvida,WhatsApp,3.5,5,PROTO-2025-03-7150,12/01/2025 21:50,2.8,Telefonia,Não,Comercial,4.4,Finalizado
103.587.962-02,João Gabriel Pimenta,SAC-1318,Elogio,WhatsApp,9.3,1,PROTO-2025-01-6019,01/01/2025 01:15,6.0,Planos,Sim,Financeiro,2.6,Finalizado
418.025.679-76,Melissa Azevedo,SAC-6066,Elogio,WhatsApp,12.5,3,PROTO-2025-01-9565,07/03/2025 16:27,2.3,TV por Assinatura,Não,Financeiro,1.2,Pendente
802.395.647-74,Luiza Guerra,SAC-8242,Solicitação,Chat,10.3,3,PROTO-2025-01-9835,13/03/2025 05:27,3.1,TV por Assinatura,Sim,Técnico,4.2,Finalizado
420.587.369-74,Anthony Nunes,SAC-1903,Dúvida,Chat,8.5,1,PROTO-2025-01-4647,24/01/2025 04:07,2.5,Planos,Não,Financeiro,1.3,Pendente
510.423.986-15,Maria Vitória Pereira,SAC-8333,Dúvida,Telefone,11.2,1,PROTO-2025-02-2154,11/02/2025 20:39,4.7,Planos,Não,Comercial,4.2,Pendente
293.607.541-61,Caroline Sampaio,SAC-2050,Elogio,WhatsApp,6.8,2,PROTO-2025-03-4406,05/02/2025 12:14,7.6,TV por Assinatura,Sim,Técnico,1.9,Pendente
264.731.980-40,Maria Eduarda Abreu,SAC-7830,Reclamação,WhatsApp,12.5,5,PROTO-2025-02-4116,14/03/2025 06:44,6.9,TV por Assinatura,Sim,Financeiro,2.5,Reaberto
493.672.085-29,Dr. Joaquim Ferreira,SAC-2493,Dúvida,Telefone,8.2,1,PROTO-2025-03-5586,21/03/2025 17:27,5.8,TV por Assinatura,Não,Comercial,3.0,Finalizado
462.059.387-74,Eloá Peixoto,SAC-9964,Elogio,E-mail,7.0,5,PROTO-2025-01-9819,04/01/2025 17:10,7.0,TV por Assinatura,Não,Nenhum,0.5,Reaberto
093.264.781-22,Sr. João Gabriel Santos,SAC-6087,Elogio,Chat,13.7,1,PROTO-2025-02-6430,25/02/2025 21:28,6.0,Internet,Sim,Financeiro,2.9,Pendente
358.402.716-08,Miguel da Costa,SAC-9252,Solicitação,WhatsApp,3.2,1,PROTO-2025-03-2924,15/04/2025 22:58,8.1,Telefonia,Sim,Nenhum,2.2,Pendente
976.504.231-07,Bento Macedo,SAC-2900,Elogio,Chat,3.3,5,PROTO-2025-04-1489,14/02/2025 15:50,6.5,Planos,Não,Técnico,3.7,Finalizado
126.549.087-20,Joaquim Dias,SAC-7073,Reclamação,Chat,3.8,2,PROTO-2025-04-6953,09/03/2025 01:56,5.8,Internet,Não,Nenhum,1.2,Reaberto
483.691.725-55,Bella da Rocha,SAC-2677,Dúvida,Telefone,8.0,4,PROTO-2025-02-5427,01/02/2025 06:44,10.0,Planos,Sim,Nenhum,3.8,Finalizado
243.697.581-73,Gabrielly Vieira,SAC-5754,Reclamação,WhatsApp,8.4,1,PROTO-2025-01-3287,19/03/2025 06:25,8.1,TV por Assinatura,Sim,Técnico,1.2,Reaberto
032.485.196-06,Vitor Hugo Sá,SAC-8651,Dúvida,Telefone,11.1,1,PROTO-2025-03-5830,11/03/2025 22:51,6.2,Internet,Não,Financeiro,1.3,Reaberto
608.243.175-80,Ana Lopes,SAC-4148,Reclamação,E-mail,11.9,3,PROTO-2025-04-4792,11/04/2025 17:26,9.4,Internet,Não,Financeiro,4.6,Finalizado
096.437.521-43,Maria Vitória Pacheco,SAC-1688,Elogio,Telefone,7.0,2,PROTO-2025-01-7023,22/02/2025 01:49,2.5,TV por Assinatura,Não,Comercial,2.6,Pendente
823.567.904-38,Luara Pinto,SAC-5961,Reclamação,WhatsApp,8.0,1,PROTO-2025-03-3028,13/03/2025 04:13,2.0,Internet,Sim,Comercial,4.5,Reaberto
359.861.427-64,Ravi Silveira,SAC-4935,Solicitação,Telefone,12.5,2,PROTO-2025-03-8118,12/02/2025 23:56,7.3,TV por Assinatura,Sim,Comercial,2.9,Reaberto
269.341.750-34,Sra. Maysa Correia,SAC-3900,Reclamação,Chat,12.2,5,PROTO-2025-01-3750,22/02/2025 16:12,5.6,TV por Assinatura,Não,Técnico,2.3,Pendente
379.842.051-32,Maria Eduarda Barros,SAC-8011,Elogio,Chat,9.4,2,PROTO-2025-04-8312,15/01/2025 17:56,5.1,Internet,Não,Financeiro,4.4,Pendente
638.054.291-42,Theo Andrade,SAC-7396,Elogio,Chat,10.9,2,PROTO-2025-03-2758,02/04/2025 04:03,8.7,TV por Assinatura,Não,Comercial,3.8,Finalizado
850.493.627-92,Natália da Rosa,SAC-7308,Dúvida,E-mail,12.6,1,PROTO-2025-03-7110,14/04/2025 01:42,2.2,Planos,Sim,Técnico,4.3,Reaberto
105.926.783-77,Bruno Cassiano,SAC-3821,Elogio,E-mail,10.6,3,PROTO-2025-02-8275,14/02/2025 06:06,3.6,Internet,Não,Financeiro,4.3,Reaberto
451.208.736-26,Bianca Barbosa,SAC-1317,Elogio,Telefone,8.1,5,PROTO-2025-04-2472,28/03/2025 01:56,8.5,Telefonia,Sim,Técnico,0.7,Pendente
476.301.952-06,Davi Luiz da Luz,SAC-2172,Dúvida,Telefone,13.2,1,PROTO-2025-02-1398,23/01/2025 02:22,3.5,Planos,Não,Financeiro,4.5,Finalizado
381.260.794-87,Emanuella Freitas,SAC-5467,Solicitação,E-mail,3.3,3,PROTO-2025-01-2649,30/03/2025 17:00,8.7,Telefonia,Sim,Técnico,1.6,Pendente
687.103.542-71,Luara Silva,SAC-6323,Solicitação,Chat,5.2,2,PROTO-2025-02-4990,10/04/2025 09:58,3.2,Telefonia,Sim,Técnico,1.9,Pendente
928.174.563-19,Vitor Novaes,SAC-9207,Elogio,E-mail,5.9,1,PROTO-2025-02-9867,14/03/2025 17:34,0.8,TV por Assinatura,Não,Comercial,2.4,Finalizado
304.621.897-40,Stella Sá,SAC-3887,Solicitação,E-mail,4.6,5,PROTO-2025-02-9269,01/01/2025 19:14,7.5,Internet,Não,Nenhum,1.7,Pendente
702.498.651-49,Sr. Kaique Ribeiro,SAC-9059,Elogio,Telefone,7.1,1,PROTO-2025-02-6469,07/01/2025 19:21,6.0,TV por Assinatura,Sim,Financeiro,4.4,Finalizado
608.719.345-66,Cauã Albuquerque,SAC-3642,Dúvida,Chat,6.8,3,PROTO-2025-01-6224,30/03/2025 18:09,2.8,Telefonia,Sim,Técnico,3.2,Finalizado
691.254.307-34,Ravy Moraes,SAC-7743,Dúvida,WhatsApp,7.7,5,PROTO-2025-02-9709,27/01/2025 10:10,0.9,TV por Assinatura,Sim,Nenhum,3.0,Pendente
786.239.401-13,Aylla da Cruz,SAC-5563,Elogio,Telefone,13.6,4,PROTO-2025-01-2020,24/03/2025 18:42,8.8,Planos,Não,Financeiro,3.5,Finalizado
631.579.402-52,Eduardo Andrade,SAC-2319,Reclamação,Telefone,9.1,2,PROTO-2025-01-9182,11/01/2025 12:41,2.7,Telefonia,Não,Nenhum,1.9,Reaberto
924.536.178-00,Lucas Gabriel Guerra,SAC-7387,Dúvida,WhatsApp,8.7,2,PROTO-2025-01-1686,02/04/2025 23:01,2.9,Internet,Não,Técnico,4.7,Finalizado
346.187.529-55,Sra. Isadora Moraes,SAC-1436,Reclamação,E-mail,10.5,1,PROTO-2025-02-7436,02/02/2025 01:37,7.6,Planos,Não,Nenhum,2.0,Finalizado
853.701.964-00,Enrico Moreira,SAC-2493,Reclamação,Chat,6.9,2,PROTO-2025-02-2771,23/01/2025 15:54,3.7,Internet,Sim,Financeiro,3.7,Reaberto
701.932.856-30,Leandro Correia,SAC-8477,Solicitação,Telefone,5.0,3,PROTO-2025-02-7855,28/03/2025 04:17,4.0,TV por Assinatura,Sim,Comercial,0.8,Pendente
964.503.782-47,João Felipe Carvalho,SAC-4137,Solicitação,Telefone,6.1,3,PROTO-2025-03-8086,29/03/2025 16:45,1.8,Internet,Sim,Comercial,3.0,Finalizado
253.418.796-19,Cauã Montenegro,SAC-2866,Reclamação,E-mail,13.4,3,PROTO-2025-02-8618,07/02/2025 20:11,1.6,Internet,Não,Comercial,1.4,Reaberto
915.270.684-20,Ana Santos,SAC-2655,Elogio,WhatsApp,7.9,4,PROTO-2025-02-4563,08/02/2025 05:27,1.4,Internet,Não,Nenhum,2.0,Reaberto
659.871.204-11,Dr. Noah Campos,SAC-1903,Reclamação,WhatsApp,6.3,1,PROTO-2025-03-6260,09/02/2025 09:28,4.5,Planos,Não,Nenhum,1.1,Pendente
952.813.076-30,Diogo Nascimento,SAC-9747,Reclamação,Chat,11.7,2,PROTO-2025-01-2334,09/04/2025 06:38,7.7,Internet,Sim,Comercial,2.0,Reaberto
073.124.865-17,Otto Vasconcelos,SAC-2462,Dúvida,Telefone,14.3,4,PROTO-2025-01-6482,16/03/2025 01:03,8.5,TV por Assinatura,Não,Financeiro,2.7,Finalizado
540.179.382-05,Emanuella Aparecida,SAC-3657,Dúvida,E-mail,4.1,2,PROTO-2025-03-2624,09/04/2025 09:15,5.9,TV por Assinatura,Não,Financeiro,4.2,Reaberto
049.357.168-00,Eloah Silva,SAC-2052,Solicitação,WhatsApp,10.7,4,PROTO-2025-04-4539,15/01/2025 06:58,1.9,TV por Assinatura,Não,Comercial,4.8,Reaberto
159.027.438-50,Srta. Mariah Gonçalves,SAC-8569,Reclamação,WhatsApp,13.5,3,PROTO-2025-04-8885,04/02/2025 11:21,6.4,Internet,Sim,Comercial,1.1,Pendente
394.568.701-20,Davi Andrade,SAC-5284,Reclamação,E-mail,8.6,2,PROTO-2025-03-4015,30/03/2025 14:30,5.8,TV por Assinatura,Sim,Comercial,2.0,Pendente
190.384.765-66,Igor Barros,SAC-3772,Solicitação,WhatsApp,3.5,3,PROTO-2025-04-4470,16/03/2025 01:48,9.9,Telefonia,Não,Nenhum,4.1,Reaberto
924.130.875-32,Sophie Novaes,SAC-8304,Reclamação,WhatsApp,3.9,5,PROTO-2025-03-3767,15/03/2025 10:39,9.6,Telefonia,Não,Nenhum,2.7,Finalizado
